,stationName,dataTime,so2Value,coValue,o3Value,no2Value,pm10Value,pm10Value24,pm25Value,pm25Value24,khaiValue,khaiGrade,so2Grade,coGrade,o3Grade,no2Grade,pm10Grade,pm25Grade,pm10Grade1h,pm25Grade1h
470,종로구,2019-11-17 14:00,0.003,0.6,0.009,0.039,33,31,18,17,65,2,1,1,1,2,2,2,2,2
471,종로구,2019-11-17 13:00,0.003,0.6,0.006,0.044,35,29,19,17,73,2,1,1,1,2,1,2,2,2
472,종로구,2019-11-17 12:00,0.003,0.6,0.006,0.043,31,28,16,17,71,2,1,1,1,2,1,2,2,2
473,종로구,2019-11-17 11:00,0.004,0.5,0.011,0.034,29,28,15,17,56,2,1,1,1,2,1,2,1,1
474,종로구,2019-11-17 10:00,0.003,0.5,0.008,0.031,26,29,14,19,59,2,1,1,1,2,1,2,1,1
475,종로구,2019-11-17 09:00,0.004,0.5,0.005,0.031,25,30,15,20,61,2,1,1,1,2,1,2,1,1
476,종로구,2019-11-17 08:00,0.003,0.7,0.002,0.035,27,32,17,22,66,2,1,1,1,2,2,2,1,2
477,종로구,2019-11-17 07:00,0.004,0.7,0.002,0.034,27,33,18,23,69,2,1,1,1,2,2,2,1,2
478,종로구,2019-11-17 06:00,0.003,0.7,0.002,0.034,29,34,19,23,69,2,1,1,1,2,2,2,1,2
479,종로구,2019-11-17 05:00,0.004,1.1,0.002,0.041,33,34,24,24,72,2,1,1,1,2,2,2,2,2
480,종로구,2019-11-17 04:00,0.004,0.9,0.002,0.039,27,35,18,24,72,2,1,1,1,2,2,2,1,2
481,종로구,2019-11-17 03:00,0.003,0.8,0.002,0.037,26,37,18,25,74,2,1,1,1,2,2,2,1,2
482,종로구,2019-11-17 02:00,0.004,0.8,0.002,0.038,28,40,20,26,77,2,1,1,1,2,2,2,1,2
483,종로구,2019-11-17 01:00,0.004,1.1,0.002,0.048,38,42,27,27,80,2,1,1,1,2,2,2,2,2
484,종로구,2019-11-16 24:00,0.004,1.3,0.002,0.053,42,42,30,26,88,2,1,1,1,2,2,2,2,2
485,종로구,2019-11-16 23:00,0.004,1.4,0.002,0.055,49,43,35,26,92,2,1,1,1,2,2,2,2,2
486,종로구,2019-11-16 22:00,0.004,1.4,0.002,0.055,47,42,33,25,92,2,1,1,1,2,2,2,2,2
487,종로구,2019-11-16 21:00,0.004,1.3,0.002,0.055,46,40,34,24,92,2,1,1,1,2,2,2,2,2
488,종로구,2019-11-16 20:00,0.004,1.2,0.002,0.056,52,38,38,25,93,2,1,1,1,2,2,2,2,3
489,종로구,2019-11-16 19:00,0.004,1.1,0.002,0.055,45,34,30,22,92,2,1,1,1,2,2,2,2,2
490,종로구,2019-11-16 18:00,0.003,0.9,0.002,0.054,36,31,26,21,90,2,1,1,1,2,2,2,2,2
491,종로구,2019-11-16 17:00,0.003,0.8,0.005,0.047,36,30,24,20,78,2,1,1,1,2,1,2,2,2
492,종로구,2019-11-16 16:00,0.003,0.6,0.010,0.039,29,28,20,18,65,2,1,1,1,2,1,2,1,2
493,종로구,2019-11-16 15:00,0.003,0.7,0.012,0.036,33,27,22,18,59,2,1,1,1,2,1,2,2,2
494,종로구,2019-11-16 14:00,0.003,0.6,0.012,0.034,28,26,18,17,56,2,1,1,1,2,1,2,1,2
495,종로구,2019-11-16 13:00,0.003,0.5,0.015,0.024,22,27,14,17,54,2,1,1,1,1,1,2,1,1
496,종로구,2019-11-16 12:00,0.003,0.5,0.010,0.028,22,28,14,18,56,2,1,1,1,1,1,2,1,1
497,종로구,2019-11-16 11:00,0.003,0.5,0.007,0.030,30,29,18,18,56,2,1,1,1,1,1,2,1,2
498,종로구,2019-11-16 10:00,0.003,0.7,0.004,0.031,34,28,20,18,56,2,1,1,1,2,1,2,2,2
499,종로구,2019-11-16 09:00,0.003,0.7,0.003,0.032,33,26,20,18,56,2,1,1,1,2,1,2,2,2
500,종로구,2019-11-16 08:00,0.003,0.7,0.002,0.032,24,26,17,18,56,2,1,1,1,2,1,2,1,2
501,종로구,2019-11-16 07:00,0.003,0.6,0.002,0.031,25,26,17,18,56,2,1,1,1,2,1,2,1,2
502,종로구,2019-11-16 06:00,0.003,0.6,0.002,0.033,25,26,19,18,56,2,1,1,1,2,1,2,1,2
503,종로구,2019-11-16 05:00,0.003,0.7,0.002,0.035,28,26,20,17,58,2,1,1,1,2,1,2,1,2
504,종로구,2019-11-16 04:00,0.003,0.7,0.002,0.038,26,25,18,17,63,2,1,1,1,2,1,2,1,2
505,종로구,2019-11-16 03:00,0.003,0.8,0.002,0.041,27,24,16,16,68,2,1,1,1,2,1,2,1,2
506,종로구,2019-11-16 02:00,0.003,0.9,0.002,0.045,25,24,16,16,75,2,1,1,1,2,1,2,1,2
507,종로구,2019-11-16 01:00,0.003,0.8,0.002,0.045,24,24,16,16,75,2,1,1,1,2,1,2,1,2
508,종로구,2019-11-15 24:00,0.003,0.7,0.002,0.042,21,24,15,16,70,2,1,1,1,2,1,2,1,1
509,종로구,2019-11-15 23:00,0.003,0.7,0.002,0.044,28,25,16,17,73,2,1,1,1,2,1,2,1,2
510,종로구,2019-11-15 22:00,0.004,0.8,0.002,0.047,26,24,19,17,78,2,1,1,1,2,1,2,1,2
511,종로구,2019-11-15 21:00,0.004,0.9,0.002,0.047,27,23,19,16,78,2,1,1,1,2,1,2,1,2
512,종로구,2019-11-15 20:00,0.003,0.8,0.002,0.048,25,22,18,15,80,2,1,1,1,2,1,1,1,2
513,종로구,2019-11-15 19:00,0.004,0.9,0.002,0.046,23,21,17,14,76,2,1,1,1,2,1,1,1,2
514,종로구,2019-11-15 18:00,0.004,0.9,0.002,0.044,22,21,16,14,73,2,1,1,1,2,1,1,1,2
515,종로구,2019-11-15 17:00,0.004,0.8,0.002,0.043,24,21,14,13,71,2,1,1,1,2,1,1,1,1
516,종로구,2019-11-15 16:00,0.003,0.8,0.002,0.042,20,20,15,13,70,2,1,1,1,2,1,1,1,1
517,종로구,2019-11-15 15:00,0.003,0.8,0.003,0.044,22,21,15,12,73,2,1,1,1,2,1,1,1,1
518,종로구,2019-11-15 14:00,0.003,0.9,0.003,0.044,20,21,13,12,73,2,1,1,1,2,1,1,1,1
519,종로구,2019-11-15 13:00,0.003,0.8,0.003,0.042,19,21,11,11,70,2,1,1,1,2,1,1,1,1
520,종로구,2019-11-15 12:00,0.003,0.8,0.002,0.043,22,21,14,11,71,2,1,1,1,2,1,1,1,1
521,종로구,2019-11-15 11:00,0.003,0.7,0.003,0.044,21,20,12,10,73,2,1,1,1,2,1,1,1,1
522,종로구,2019-11-15 10:00,0.003,0.7,0.003,0.044,17,21,11,10,73,2,1,1,1,2,1,1,1,1
523,종로구,2019-11-15 09:00,0.003,0.7,0.002,0.043,20,22,9,10,71,2,1,1,1,2,1,1,1,1
524,종로구,2019-11-15 08:00,0.002,0.5,0.002,0.040,13,22,8,10,66,2,1,1,1,2,1,1,1,1
525,종로구,2019-11-15 07:00,0.003,0.5,0.002,0.041,27,24,11,10,68,2,1,1,1,2,1,1,1,1
526,종로구,2019-11-15 06:00,0.003,0.5,0.005,0.036,23,23,9,10,59,2,1,1,1,2,1,1,1,1
527,종로구,2019-11-15 05:00,0.003,0.4,0.007,0.035,22,23,10,10,58,2,1,1,1,2,1,1,1,1
528,종로구,2019-11-15 04:00,0.004,0.5,0.002,0.042,21,24,9,10,70,2,1,1,1,2,1,1,1,1
529,종로구,2019-11-15 03:00,0.003,0.5,0.002,0.043,22,24,10,10,71,2,1,1,1,2,1,1,1,1
530,종로구,2019-11-15 02:00,0.003,0.6,0.002,0.044,28,25,12,10,73,2,1,1,1,2,1,1,1,1
531,종로구,2019-11-15 01:00,0.004,0.6,0.002,0.047,25,24,11,10,78,2,1,1,1,2,1,1,1,1
532,종로구,2019-11-14 24:00,0.004,0.5,0.002,0.044,23,24,9,9,73,2,1,1,1,2,1,1,1,1
533,종로구,2019-11-14 23:00,0.004,0.5,0.002,0.046,27,24,12,9,76,2,1,1,1,2,1,1,1,1
534,종로구,2019-11-14 22:00,0.003,0.4,0.003,0.042,24,23,10,8,70,2,1,1,1,2,1,1,1,1
535,종로구,2019-11-14 21:00,0.003,0.4,0.003,0.043,25,23,10,8,71,2,1,1,1,2,1,1,1,1
536,종로구,2019-11-14 20:00,0.003,0.5,0.003,0.042,23,22,8,7,70,2,1,1,1,2,1,1,1,1
537,종로구,2019-11-14 19:00,0.003,0.5,0.007,0.037,22,21,9,7,61,2,1,1,1,2,1,1,1,1
538,종로구,2019-11-14 18:00,0.003,0.4,0.014,0.028,22,21,9,6,47,1,1,1,1,1,1,1,1,1
539,종로구,2019-11-14 17:00,0.003,0.4,0.021,0.017,21,22,7,6,37,1,1,1,1,1,1,1,1,1
540,종로구,2019-11-14 16:00,0.003,0.3,0.025,0.010,19,22,4,5,42,1,1,1,1,1,1,1,1,1
541,종로구,2019-11-14 15:00,0.003,0.3,0.025,0.012,23,21,7,6,42,1,1,1,1,1,1,1,1,1
542,종로구,2019-11-14 14:00,0.003,0.3,0.025,0.010,33,21,6,6,42,1,1,1,1,1,1,1,2,1
543,종로구,2019-11-14 13:00,0.003,0.3,0.025,0.010,25,18,5,6,42,1,1,1,1,1,1,1,1,1
544,종로구,2019-11-14 12:00,0.003,0.3,0.024,0.009,19,17,7,5,40,1,1,1,1,1,1,1,1,1
545,종로구,2019-11-14 11:00,0.003,0.3,0.023,0.010,21,16,7,5,38,1,1,1,1,1,1,1,1,1
546,종로구,2019-11-14 10:00,0.003,0.3,0.023,0.010,17,14,6,4,38,1,1,1,1,1,1,1,1,1
547,종로구,2019-11-14 09:00,0.002,0.3,0.020,0.013,16,14,3,4,33,1,1,1,1,1,1,1,1,1
548,종로구,2019-11-14 08:00,0.002,0.3,0.020,0.014,13,13,3,4,33,1,1,1,1,1,1,1,1,1
549,종로구,2019-11-14 07:00,0.002,0.3,0.022,0.009,11,13,4,5,37,1,1,1,1,1,1,1,1,1
550,종로구,2019-11-14 06:00,0.002,0.3,0.024,0.008,11,13,3,5,40,1,1,1,1,1,1,1,1,1
551,종로구,2019-11-14 05:00,0.002,0.3,0.025,0.006,11,14,4,5,42,1,1,1,1,1,1,1,1,1
552,종로구,2019-11-14 04:00,0.002,0.3,0.025,0.006,11,16,4,6,42,1,1,1,1,1,1,1,1,1
553,종로구,2019-11-14 03:00,0.003,0.3,0.025,0.006,15,18,6,7,42,1,1,1,1,1,1,1,1,1
554,종로구,2019-11-14 02:00,0.003,0.3,0.027,0.006,19,19,5,8,45,1,1,1,1,1,1,1,1,1
555,종로구,2019-11-14 01:00,0.003,0.3,0.025,0.008,19,20,8,9,42,1,1,1,1,1,1,1,1,1
556,종로구,2019-11-13 24:00,0.003,0.3,0.022,0.010,16,20,6,9,37,1,1,1,1,1,1,1,1,1
557,종로구,2019-11-13 23:00,0.003,0.3,0.022,0.010,17,22,6,10,37,1,1,1,1,1,1,1,1,1
558,종로구,2019-11-13 22:00,0.003,0.3,0.021,0.011,15,23,7,12,40,1,1,1,1,1,1,1,1,1
559,종로구,2019-11-13 21:00,0.003,0.3,0.020,0.014,13,23,3,13,43,1,1,1,1,1,1,1,1,1
560,종로구,2019-11-13 20:00,0.004,0.4,0.015,0.019,14,26,7,15,50,1,1,1,1,1,1,1,1,1
561,종로구,2019-11-13 19:00,0.003,0.5,0.013,0.019,15,32,8,17,54,2,1,1,1,1,2,2,1,1
562,종로구,2019-11-13 18:00,0.003,0.5,0.016,0.017,10,35,9,19,59,2,1,1,1,1,2,2,1,1
563,종로구,2019-11-13 17:00,0.003,0.6,0.018,0.022,29,39,16,21,64,2,1,1,1,1,2,2,1,2
564,종로구,2019-11-13 16:00,0.004,0.5,0.011,0.036,52,42,19,22,66,2,1,1,1,2,2,2,2,2
565,종로구,2019-11-13 15:00,0.004,0.5,0.010,0.040,35,42,18,23,69,2,1,1,1,2,2,2,2,2
566,종로구,2019-11-13 14:00,0.004,0.5,0.010,0.037,34,43,19,24,72,2,1,1,1,2,2,2,2,2
567,종로구,2019-11-13 13:00,0.004,0.9,0.005,0.045,54,44,34,25,75,2,1,1,1,2,2,2,2,2
568,종로구,2019-11-13 12:00,0.005,1.1,0.002,0.046,54,42,33,24,76,2,1,1,1,2,2,2,2,2
569,종로구,2019-11-13 11:00,0.004,1.0,0.002,0.044,47,39,30,24,73,2,1,1,1,2,2,2,2,2
570,종로구,2019-11-13 10:00,0.004,1.0,0.002,0.041,42,37,26,24,72,2,1,1,1,2,2,2,2,2
571,종로구,2019-11-13 09:00,0.004,1.1,0.002,0.041,38,36,24,23,69,2,1,1,1,2,2,2,2,2
572,종로구,2019-11-13 08:00,0.004,0.9,0.002,0.040,34,36,23,23,69,2,1,1,1,2,2,2,2,2
573,종로구,2019-11-13 07:00,0.004,0.8,0.002,0.039,33,37,21,23,69,2,1,1,1,2,2,2,2,2
574,종로구,2019-11-13 06:00,0.004,0.7,0.002,0.037,32,37,21,24,72,2,1,1,1,2,2,2,2,2
575,종로구,2019-11-13 05:00,0.004,0.7,0.002,0.038,35,39,22,25,74,2,1,1,1,2,2,2,2,2
576,종로구,2019-11-13 04:00,0.003,0.8,0.002,0.041,33,40,21,25,74,2,1,1,1,2,2,2,2,2
577,종로구,2019-11-13 03:00,0.004,0.9,0.002,0.046,36,41,23,26,77,2,1,1,1,2,2,2,2,2
578,종로구,2019-11-13 02:00,0.004,1.0,0.002,0.053,36,42,23,27,88,2,1,1,1,2,2,2,2,2
579,종로구,2019-11-13 01:00,0.005,1.2,0.002,0.060,40,44,27,28,100,2,1,1,1,2,2,2,2,2
580,종로구,2019-11-12 24:00,0.004,1.1,0.002,0.059,40,46,26,27,98,2,1,1,1,2,2,2,2,2
581,종로구,2019-11-12 23:00,0.005,1.2,0.002,0.061,45,47,28,27,101,3,1,1,1,3,2,2,2,2
582,종로구,2019-11-12 22:00,0.005,1.2,0.002,0.064,45,47,28,27,104,3,1,1,1,3,2,2,2,2
583,종로구,2019-11-12 21:00,0.005,1.1,0.002,0.063,55,47,35,26,103,3,1,1,1,3,2,2,2,2
584,종로구,2019-11-12 20:00,0.004,1.2,0.002,0.063,48,46,30,26,103,3,1,1,1,3,2,2,2,2
585,종로구,2019-11-12 19:00,0.004,1.0,0.002,0.060,45,44,28,25,100,2,1,1,1,2,2,2,2,2
586,종로구,2019-11-12 18:00,0.004,0.8,0.002,0.058,49,43,30,25,97,2,1,1,1,2,2,2,2,2
587,종로구,2019-11-12 17:00,0.004,0.8,0.004,0.060,49,41,29,24,100,2,1,1,1,2,2,2,2,2
588,종로구,2019-11-12 16:00,0.004,0.7,0.006,0.054,42,40,25,23,90,2,1,1,1,2,2,2,2,2
589,종로구,2019-11-12 15:00,0.004,0.7,0.008,0.047,39,39,25,23,78,2,1,1,1,2,2,2,2,2
590,종로구,2019-11-12 14:00,0.004,0.8,0.007,0.048,42,40,25,23,80,2,1,1,1,2,2,2,2,2
591,종로구,2019-11-12 13:00,0.004,0.9,0.008,0.045,45,39,23,22,75,2,1,1,1,2,2,2,2,2
592,종로구,2019-11-12 12:00,0.004,0.9,0.006,0.044,43,37,23,21,73,2,1,1,1,2,2,2,2,2
593,종로구,2019-11-12 11:00,0.004,1.0,0.004,0.046,46,35,28,21,76,2,1,1,1,2,2,2,2,2
594,종로구,2019-11-12 10:00,0.004,1.1,0.004,0.044,39,32,22,19,73,2,1,1,1,2,2,2,2,2
595,종로구,2019-11-12 09:00,0.003,1.0,0.003,0.041,35,30,20,18,68,2,1,1,1,2,1,2,2,2
596,종로구,2019-11-12 08:00,0.003,0.8,0.002,0.039,31,29,19,18,65,2,1,1,1,2,1,2,2,2
597,종로구,2019-11-12 07:00,0.003,0.9,0.002,0.038,30,29,20,18,63,2,1,1,1,2,1,2,1,2
598,종로구,2019-11-12 06:00,0.003,0.8,0.002,0.038,27,29,16,17,63,2,1,1,1,2,1,2,1,2
599,종로구,2019-11-12 05:00,0.003,0.7,0.003,0.035,27,29,18,18,58,2,1,1,1,2,1,2,1,2
600,종로구,2019-11-12 04:00,0.003,0.5,0.008,0.030,26,30,16,18,56,2,1,1,1,1,1,2,1,2
601,종로구,2019-11-12 03:00,0.003,0.5,0.012,0.026,29,31,17,18,56,2,1,1,1,1,2,2,1,2
602,종로구,2019-11-12 02:00,0.003,0.6,0.009,0.030,28,30,17,18,56,2,1,1,1,1,1,2,1,2
603,종로구,2019-11-12 01:00,0.003,0.6,0.007,0.034,32,31,17,18,56,2,1,1,1,2,2,2,2,2
604,종로구,2019-11-11 24:00,0.003,0.5,0.014,0.026,32,31,17,18,56,2,1,1,1,1,2,2,2,2
605,종로구,2019-11-11 23:00,0.003,0.5,0.020,0.019,28,30,19,19,59,2,1,1,1,1,1,2,1,2
606,종로구,2019-11-11 22:00,0.003,0.5,0.019,0.023,34,31,19,18,56,2,1,1,1,1,2,2,2,2
607,종로구,2019-11-11 21:00,0.003,0.6,0.023,0.020,35,29,20,18,56,2,1,1,1,1,1,2,2,2
608,종로구,2019-11-11 20:00,0.004,0.7,0.017,0.032,36,28,21,17,54,2,1,1,1,2,1,2,2,2
609,종로구,2019-11-11 19:00,0.003,0.7,0.020,0.031,34,26,20,16,51,2,1,1,1,2,1,2,2,2
610,종로구,2019-11-11 18:00,0.003,0.6,0.023,0.027,30,24,19,15,50,1,1,1,1,1,1,1,1,2
611,종로구,2019-11-11 17:00,0.003,0.6,0.027,0.020,29,23,19,15,50,1,1,1,1,1,1,1,1,2
612,종로구,2019-11-11 16:00,0.004,0.5,0.032,0.015,26,21,17,14,52,2,1,1,2,1,1,1,1,2
613,종로구,2019-11-11 15:00,0.004,0.5,0.034,0.013,25,19,15,13,53,2,1,1,2,1,1,1,1,1
614,종로구,2019-11-11 14:00,0.003,0.5,0.033,0.012,22,18,15,12,53,2,1,1,2,1,1,1,1,1
615,종로구,2019-11-11 13:00,0.004,0.5,0.030,0.013,15,17,13,11,50,1,1,1,1,1,1,1,1,1
616,종로구,2019-11-11 12:00,0.003,0.5,0.030,0.014,15,18,10,11,50,1,1,1,1,1,1,1,1,1
617,종로구,2019-11-11 11:00,0.003,0.5,0.025,0.017,17,18,13,11,42,1,1,1,1,1,1,1,1,1
618,종로구,2019-11-11 10:00,0.003,0.5,0.022,0.021,15,18,9,10,37,1,1,1,1,1,1,1,1,1
619,종로구,2019-11-11 09:00,0.003,0.6,0.019,0.025,18,18,9,11,42,1,1,1,1,1,1,1,1,1
620,종로구,2019-11-11 08:00,0.003,0.5,0.014,0.030,15,20,9,12,50,1,1,1,1,1,1,1,1,1
621,종로구,2019-11-11 07:00,0.003,0.6,0.009,0.032,21,22,11,14,53,2,1,1,1,2,1,1,1,1
622,종로구,2019-11-11 06:00,0.003,0.5,0.015,0.022,16,23,11,14,47,1,1,1,1,1,1,1,1,1
623,종로구,2019-11-11 05:00,0.003,0.5,0.021,0.015,24,24,13,15,50,1,1,1,1,1,1,1,1,1
624,종로구,2019-11-11 04:00,0.002,0.5,0.014,0.023,24,25,15,15,50,1,1,1,1,1,1,1,1,1
625,종로구,2019-11-11 03:00,0.003,0.5,0.019,0.020,17,24,13,15,50,1,1,1,1,1,1,1,1,1
626,종로구,2019-11-11 02:00,0.003,0.4,0.025,0.015,20,24,12,15,50,1,1,1,1,1,1,1,1,1
627,종로구,2019-11-11 01:00,0.002,0.5,0.024,0.017,30,26,14,16,51,2,1,1,1,1,1,2,1,1
628,종로구,2019-11-10 24:00,0.003,0.5,0.020,0.027,12,27,9,18,56,2,1,1,1,1,1,2,1,1
629,종로구,2019-11-10 23:00,0.003,0.5,0.023,0.025,14,33,8,21,64,2,1,1,1,1,2,2,1,1
630,종로구,2019-11-10 22:00,0.003,0.5,0.020,0.027,21,37,15,24,72,2,1,1,1,1,2,2,1,1
631,종로구,2019-11-10 21:00,0.003,0.5,0.012,0.037,34,39,23,25,74,2,1,1,1,2,2,2,2,2
632,종로구,2019-11-10 20:00,0.003,0.6,0.012,0.038,48,39,31,25,74,2,1,1,1,2,2,2,2,2
633,종로구,2019-11-10 19:00,0.004,0.6,0.012,0.041,37,37,24,25,74,2,1,1,1,2,2,2,2,2
634,종로구,2019-11-10 18:00,0.004,0.5,0.021,0.030,31,37,21,26,77,2,1,1,1,1,2,2,2,2
635,종로구,2019-11-10 17:00,0.004,0.5,0.026,0.025,35,39,23,26,77,2,1,1,1,1,2,2,2,2
636,종로구,2019-11-10 16:00,0.005,0.5,0.019,0.032,37,41,25,26,77,2,1,1,1,2,2,2,2,2
637,종로구,2019-11-10 15:00,0.005,0.5,0.021,0.028,39,42,28,26,77,2,1,1,1,1,2,2,2,2
638,종로구,2019-11-10 14:00,0.005,0.5,0.018,0.031,45,42,31,26,77,2,1,1,1,2,2,2,2,2
639,종로구,2019-11-10 13:00,0.005,0.6,0.012,0.035,49,41,34,26,77,2,1,1,1,2,2,2,2,2
640,종로구,2019-11-10 12:00,0.004,0.6,0.011,0.035,45,39,31,26,77,2,1,1,1,2,2,2,2,2
641,종로구,2019-11-10 11:00,0.004,0.6,0.008,0.036,41,37,29,25,74,2,1,1,1,2,2,2,2,2
642,종로구,2019-11-10 10:00,0.004,0.6,0.009,0.034,37,37,26,25,74,2,1,1,1,2,2,2,2,2
643,종로구,2019-11-10 09:00,0.004,0.6,0.006,0.035,36,36,25,24,72,2,1,1,1,2,2,2,2,2
644,종로구,2019-11-10 08:00,0.004,0.7,0.003,0.041,36,37,24,24,72,2,1,1,1,2,2,2,2,2
645,종로구,2019-11-10 07:00,0.003,0.7,0.002,0.044,37,37,26,24,73,2,1,1,1,2,2,2,2,2
646,종로구,2019-11-10 06:00,0.004,0.7,0.002,0.046,34,37,22,24,76,2,1,1,1,2,2,2,2,2
647,종로구,2019-11-10 05:00,0.003,0.8,0.002,0.046,38,38,25,24,76,2,1,1,1,2,2,2,2,2
648,종로구,2019-11-10 04:00,0.004,0.9,0.002,0.052,36,38,24,23,86,2,1,1,1,2,2,2,2,2
649,종로구,2019-11-10 03:00,0.003,0.9,0.002,0.051,38,37,26,23,85,2,1,1,1,2,2,2,2,2
650,종로구,2019-11-10 02:00,0.005,1.1,0.002,0.058,41,36,25,22,97,2,1,1,1,2,2,2,2,2
651,종로구,2019-11-10 01:00,0.004,1.0,0.002,0.059,39,35,24,21,98,2,1,1,1,2,2,2,2,2
652,종로구,2019-11-09 24:00,0.004,1.0,0.003,0.060,36,35,21,21,100,2,1,1,1,2,2,2,2,2
653,종로구,2019-11-09 23:00,0.004,0.9,0.003,0.056,35,36,23,21,93,2,1,1,1,2,2,2,2,2
654,종로구,2019-11-09 22:00,0.004,0.7,0.011,0.043,34,38,21,22,71,2,1,1,1,2,2,2,2,2
655,종로구,2019-11-09 21:00,0.004,0.6,0.013,0.041,38,39,20,22,68,2,1,1,1,2,2,2,2,2
656,종로구,2019-11-09 20:00,0.004,0.6,0.017,0.037,35,38,20,21,64,2,1,1,1,2,2,2,2,2
657,종로구,2019-11-09 19:00,0.004,0.5,0.018,0.035,44,38,25,21,64,2,1,1,1,2,2,2,2,2
658,종로구,2019-11-09 18:00,0.003,0.5,0.021,0.029,33,37,21,20,61,2,1,1,1,1,2,2,2,2
659,종로구,2019-11-09 17:00,0.004,0.4,0.028,0.018,29,37,15,20,61,2,1,1,1,1,2,2,1,1
660,종로구,2019-11-09 16:00,0.004,0.4,0.028,0.020,23,40,12,21,64,2,1,1,1,1,2,2,1,1
661,종로구,2019-11-09 15:00,0.004,0.4,0.029,0.021,33,44,20,23,69,2,1,1,1,1,2,2,2,2
662,종로구,2019-11-09 14:00,0.005,0.5,0.022,0.032,37,47,22,24,72,2,1,1,1,2,2,2,2,2
663,종로구,2019-11-09 13:00,0.005,0.6,0.019,0.033,44,49,24,24,72,2,1,1,1,2,2,2,2,2
664,종로구,2019-11-09 12:00,0.005,0.8,0.010,0.054,56,49,30,24,90,2,1,1,1,2,2,2,2,2
665,종로구,2019-11-09 11:00,0.005,0.9,0.008,0.053,55,48,28,24,88,2,1,1,1,2,2,2,2,2
666,종로구,2019-11-09 10:00,0.005,0.9,0.005,0.050,49,46,25,24,83,2,1,1,1,2,2,2,2,2
667,종로구,2019-11-09 09:00,0.004,0.8,0.004,0.045,46,45,26,23,75,2,1,1,1,2,2,2,2,2
668,종로구,2019-11-09 08:00,0.004,0.9,0.002,0.047,71,45,26,22,78,2,1,1,1,2,2,2,2,2
669,종로구,2019-11-09 07:00,0.004,0.9,0.002,0.047,46,41,24,21,78,2,1,1,1,2,2,2,2,2
670,종로구,2019-11-09 06:00,0.004,0.9,0.002,0.047,42,39,23,21,78,2,1,1,1,2,2,2,2,2
671,종로구,2019-11-09 05:00,0.004,0.9,0.002,0.051,38,39,21,20,85,2,1,1,1,2,2,2,2,2
672,종로구,2019-11-09 04:00,0.004,0.8,0.002,0.048,34,39,17,20,80,2,1,1,1,2,2,2,2,2
673,종로구,2019-11-09 03:00,0.003,0.8,0.002,0.047,35,40,18,20,78,2,1,1,1,2,2,2,2,2
674,종로구,2019-11-09 02:00,0.004,0.9,0.002,0.049,37,41,18,21,81,2,1,1,1,2,2,2,2,2
675,종로구,2019-11-09 01:00,0.004,0.8,0.002,0.050,43,41,23,21,83,2,1,1,1,2,2,2,2,2
676,종로구,2019-11-08 24:00,0.004,1.0,0.002,0.055,43,43,23,20,92,2,1,1,1,2,2,2,2,2
677,종로구,2019-11-08 23:00,0.004,0.8,0.002,0.052,41,43,19,21,86,2,1,1,1,2,2,2,2,2
678,종로구,2019-11-08 22:00,0.004,0.6,0.003,0.048,42,44,19,22,80,2,1,1,1,2,2,2,2,2
679,종로구,2019-11-08 21:00,0.003,0.7,0.003,0.049,60,44,23,22,81,2,1,1,1,2,2,2,2,2
680,종로구,2019-11-08 20:00,0.004,0.7,0.007,0.044,40,39,25,20,73,2,1,1,1,2,2,2,2,2
681,종로구,2019-11-08 19:00,0.004,0.6,0.011,0.039,45,38,26,19,65,2,1,1,1,2,2,2,2,2
682,종로구,2019-11-08 18:00,0.004,0.5,0.020,0.027,37,37,19,17,57,2,1,1,1,1,2,2,2,2
683,종로구,2019-11-08 17:00,0.004,0.4,0.028,0.021,31,37,16,16,57,2,1,1,1,1,2,2,2,2
684,종로구,2019-11-08 16:00,0.003,0.4,0.028,0.021,31,38,14,17,58,2,1,1,1,1,2,2,2,1
685,종로구,2019-11-08 15:00,0.004,0.4,0.027,0.022,37,41,18,18,61,2,1,1,1,1,2,2,2,2
686,종로구,2019-11-08 14:00,0.004,0.4,0.028,0.018,36,44,15,18,64,2,1,1,1,1,2,2,2,1
687,종로구,2019-11-08 13:00,0.004,0.5,0.020,0.025,42,46,18,19,66,2,1,1,1,1,2,2,2,2
688,종로구,2019-11-08 12:00,0.004,0.7,0.011,0.041,50,47,22,19,68,2,1,1,1,2,2,2,2,2
689,종로구,2019-11-08 11:00,0.004,0.8,0.008,0.043,49,45,23,18,71,2,1,1,1,2,2,2,2,2
690,종로구,2019-11-08 10:00,0.005,0.8,0.007,0.039,42,44,18,16,65,2,1,1,1,2,2,2,2,2
691,종로구,2019-11-08 09:00,0.004,0.7,0.007,0.037,42,43,17,16,63,2,1,1,1,2,2,2,2,2
692,종로구,2019-11-08 08:00,0.005,0.6,0.004,0.038,40,43,17,16,63,2,1,1,1,2,2,2,2,2
693,종로구,2019-11-08 07:00,0.003,0.5,0.004,0.036,37,43,14,16,63,2,1,1,1,2,2,2,2,1
694,종로구,2019-11-08 06:00,0.003,0.5,0.007,0.030,35,47,14,17,67,2,1,1,1,1,2,2,2,1
695,종로구,2019-11-08 05:00,0.003,0.5,0.010,0.025,33,51,16,17,71,2,1,1,1,1,2,2,2,2
696,종로구,2019-11-08 04:00,0.003,0.5,0.010,0.027,36,55,14,18,75,2,1,1,1,1,2,2,2,1
