"측정일자","도로변구분","측정소명","미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"20191209","일반도로","한강대로","50","0.003","0.05","1","0.004"
"20191209","입체","자연사박물관","49","0","0","0","0"
"20191209","일반도로","신촌로","54","0.002","0.053","1","0.004"
"20191209","경계","세곡","47","0.003","0.033","1.9","0.004"
"20191209","전용차로","강변북로","0","0","0","0","0"
"20191209","일반도로","도산대로","56","0.002","0.054","1.2","0.002"
"20191209","중앙차로","공항대로","0","0.002","0.057","0.9","0.005"
"20191209","중앙차로","강남대로","61","0.002","0.06","2","0.003"
"20191209","중앙차로","동작대로","67","0.003","0.069","1.3","0.005"
"20191209","일반도로","종로","62","0.002","0.054","1.1","0.003"
"20191209","일반도로","천호대로","64","0.002","0.047","0.9","0.003"
"20191209","일반도로","청계천로","47","0.002","0.05","1.1","0.005"
"20191209","일반도로","화랑로","59","0.005","0.038","0.8","0.004"
"20191209","입체","마포아트센터","51","0.005","0.053","0.6","0.004"
"20191209","고공","남산","44","0.002","0.059","1.1","0.004"
"20191209","고공","북한산","43","0.002","0.032","0.6","0.003"
"20191209","일반도로","홍릉로","0","0","0","0","0"
"20191209","전용차로","정릉로","54","0.002","0.06","1","0.004"
"20191209","입체","올림픽공원","43","0.002","0.037","1.1","0.003"
"20191209","고공","관악산","24","0.045","0.008","0.5","0.005"
"20191209","경계","궁동","47","0.004","0.026","0.4","0.004"
"20191209","경계","행주","48","0.002","0.042","1.4","0.004"
"20191209","일반도로","시흥대로","47","0.002","0.053","1.2","0.003"
"20191209","일반도로","영등포로","69","0.002","0.057","1.1","0.004"
"20191209","입체","서울숲","61","0.002","0.055","0.7","0.004"
"20191208","중앙차로","동작대로","61","0.004","0.056","1","0.005"
"20191208","입체","올림픽공원","42","0.005","0.033","1","0.003"
"20191208","중앙차로","강남대로","64","0.003","0.06","1.6","0.003"
"20191208","일반도로","종로","59","0.005","0.043","0.9","0.003"
"20191208","일반도로","청계천로","53","0.005","0.042","1","0.005"
"20191208","일반도로","신촌로","61","0.005","0.045","1","0.004"
"20191208","일반도로","한강대로","51","0.006","0.043","0.9","0.004"
"20191208","일반도로","화랑로","65","0.007","0.035","0.7","0.004"
"20191208","일반도로","도산대로","57","0.004","0.049","1.2","0.003"
"20191208","일반도로","천호대로","65","0.004","0.048","0.9","0.003"
"20191208","일반도로","시흥대로","51","0.004","0.049","1","0.004"
"20191208","입체","마포아트센터","53","0.008","0.037","0.5","0.003"
"20191208","전용차로","강변북로","0","0","0","0","0"
"20191208","일반도로","홍릉로","0","0","0","0","0"
"20191208","입체","서울숲","53","0.006","0.045","0.6","0.004"
"20191208","고공","북한산","45","0.017","0.016","0.6","0.003"
"20191208","고공","남산","45","0.01","0.044","1.1","0.004"
"20191208","중앙차로","공항대로","0","0.005","0.04","0.8","0.005"
"20191208","경계","궁동","48","0.006","0.022","0.4","0.004"
"20191208","고공","관악산","33","0.016","0.02","0.6","0.004"
"20191208","일반도로","영등포로","63","0.005","0.049","0.9","0.004"
"20191208","입체","자연사박물관","48","0","0","0","0"
"20191208","전용차로","정릉로","59","0.003","0.057","0.9","0.004"
"20191208","경계","행주","62","0.011","0.028","1.2","0.004"
"20191208","경계","세곡","51","0.005","0.03","1.7","0.005"
"20191207","일반도로","청계천로","45","0.002","0.045","1","0.005"
"20191207","일반도로","영등포로","53","0.002","0.053","1","0.004"
"20191207","고공","관악산","32","0.031","0.018","0.6","0.005"
"20191207","일반도로","시흥대로","45","0.002","0.05","1.1","0.005"
"20191207","전용차로","정릉로","51","0.002","0.066","0.9","0.004"
"20191207","고공","남산","43","0.003","0.056","1","0.004"
"20191207","고공","북한산","44","0.004","0.037","0.8","0.004"
"20191207","중앙차로","동작대로","49","0.003","0.059","0.8","0.006"
"20191207","경계","세곡","39","0.004","0.029","1.2","0.005"
"20191207","일반도로","신촌로","54","0.002","0.052","1","0.005"
"20191207","일반도로","도산대로","46","0.002","0.055","1.2","0.004"
"20191207","입체","자연사박물관","43","0","0","0","0"
"20191207","입체","서울숲","47","0.003","0.052","0.5","0.005"
"20191207","일반도로","화랑로","50","0.006","0.038","0.7","0.004"
"20191207","일반도로","종로","53","0.002","0.054","0.9","0.004"
"20191207","입체","마포아트센터","45","0.003","0.05","0.5","0.004"
"20191207","일반도로","한강대로","47","0.003","0.052","0.9","0.005"
"20191207","경계","궁동","47","0.004","0.027","0.4","0.004"
"20191207","일반도로","천호대로","54","0.002","0.052","0.9","0.003"
"20191207","입체","올림픽공원","42","0.003","0.04","1","0.003"
"20191207","경계","행주","51","0.003","0.041","1.2","0.005"
"20191207","중앙차로","강남대로","50","0.002","0.068","1.3","0.004"
"20191207","전용차로","강변북로","0","0","0","0","0"
"20191207","일반도로","홍릉로","0","0","0","0","0"
"20191207","중앙차로","공항대로","0","0.002","0.055","0.8","0.005"
"20191206","중앙차로","동작대로","33","0.009","0.043","0.5","0.006"
"20191206","고공","북한산","25","0.021","0.01","0.4","0.003"
"20191206","일반도로","도산대로","31","0.009","0.035","0.8","0.003"
"20191206","고공","남산","33","0.015","0.026","0.6","0.004"
"20191206","일반도로","한강대로","30","0.01","0.031","0.6","0.003"
"20191206","경계","세곡","31","0.007","0.022","1.1","0.004"
"20191206","중앙차로","강남대로","38","0.007","0.051","0.9","0.003"
"20191206","일반도로","홍릉로","0","0","0","0","0"
"20191206","경계","행주","36","0.019","0.013","0.8","0.004"
"20191206","경계","궁동","30","0.008","0.015","0.4","0.004"
"20191206","일반도로","영등포로","32","0.01","0.036","0.6","0.004"
"20191206","일반도로","천호대로","38","0.009","0.039","0.6","0.003"
"20191206","입체","마포아트센터","25","0.011","0.024","0.3","0.003"
"20191206","일반도로","신촌로","33","0.009","0.038","0.6","0.004"
"20191206","입체","올림픽공원","26","0.01","0.024","0.7","0.003"
"20191206","입체","자연사박물관","28","0","0","0","0"
"20191206","입체","서울숲","31","0.011","0.035","0.2","0.004"
"20191206","일반도로","종로","36","0.012","0.028","0.5","0.003"
"20191206","중앙차로","공항대로","0","0.008","0.035","0.5","0.004"
"20191206","전용차로","정릉로","36","0.005","0.055","0.5","0.005"
"20191206","고공","관악산","30","0.009","0.015","0.5","0.003"
"20191206","전용차로","강변북로","0","0","0","0","0"
"20191206","일반도로","화랑로","38","0.01","0.029","0.4","0.004"
"20191206","일반도로","청계천로","30","0.011","0.03","0.7","0.004"
"20191206","일반도로","시흥대로","30","0.01","0.035","0.6","0.004"
"20191205","입체","마포아트센터","19","0.023","0.016","0.2","0.003"
"20191205","중앙차로","강남대로","27","0.014","0.038","0.7","0.002"
"20191205","일반도로","청계천로","22","0.023","0.017","0.5","0.005"
"20191205","입체","올림픽공원","19","0.022","0.013","0.4","0.003"
"20191205","일반도로","종로","26","0.024","0.016","0.3","0.003"
"20191205","일반도로","화랑로","23","0.02","0.021","0.2","0.004"
"20191205","전용차로","강변북로","0","0","0","0","0"
"20191205","입체","자연사박물관","23","0","0","0","0"
"20191205","일반도로","천호대로","29","0.018","0.028","0.4","0.003"
"20191205","중앙차로","동작대로","25","0.016","0.033","0.4","0.006"
"20191205","고공","관악산","24","0.018","0.011","0.4","0.004"
"20191205","일반도로","한강대로","23","0.018","0.022","0.4","0.004"
"20191205","전용차로","정릉로","22","0.012","0.031","0.3","0.004"
"20191205","일반도로","영등포로","25","0.017","0.029","0.5","0.004"
"20191205","입체","서울숲","20","0.024","0","0.3","0.003"
"20191205","일반도로","시흥대로","20","0.019","0.023","0.4","0.004"
"20191205","경계","행주","23","0.03","0.006","0.7","0.004"
"20191205","고공","남산","21","0.026","0.011","0.5","0.004"
"20191205","중앙차로","공항대로","0","0.016","0.023","0.4","0.004"
"20191205","고공","북한산","18","0.029","0.006","0.4","0.003"
"20191205","경계","세곡","18","0.018","0.016","0.6","0.004"
"20191205","일반도로","홍릉로","0","0","0","0","0"
"20191205","경계","궁동","20","0.016","0.009","0.4","0.004"
"20191205","일반도로","도산대로","23","0.018","0.025","0.5","0.003"
"20191205","일반도로","신촌로","28","0.014","0.034","0.5","0.004"
"20191204","일반도로","홍릉로","0","0","0","0","0"
"20191204","일반도로","신촌로","35","0.007","0.044","0.7","0.005"
"20191204","일반도로","화랑로","38","0.012","0.032","0.4","0.005"
"20191204","전용차로","강변북로","0","0","0","0","0"
"20191204","일반도로","시흥대로","30","0.009","0.041","0.6","0.005"
"20191204","입체","서울숲","29","0.008","0","0.5","0.004"
"20191204","전용차로","정릉로","34","0.005","0.039","0.5","0.004"
"20191204","경계","궁동","26","0.007","0.025","0.4","0.004"
"20191204","고공","남산","28","0.015","0.03","0.7","0.004"
"20191204","고공","북한산","21","0.024","0.009","0.4","0.003"
"20191204","중앙차로","동작대로","34","0.007","0.053","0.6","0.006"
"20191204","입체","자연사박물관","27","0","0","0","0"
"20191204","고공","관악산","26","0.015","0.018","0.6","0.004"
"20191204","경계","행주","34","0.016","0.024","0.8","0.004"
"20191204","경계","세곡","30","0.006","0.027","0.9","0.004"
"20191204","입체","마포아트센터","28","0.013","0.033","0.3","0.004"
"20191204","일반도로","영등포로","31","0.008","0.045","0.6","0.004"
"20191204","중앙차로","공항대로","0","0.008","0.043","0.5","0.005"
"20191204","일반도로","천호대로","45","0.006","0.049","0.6","0.004"
"20191204","일반도로","한강대로","30","0.009","0.04","0.5","0.005"
"20191204","입체","올림픽공원","27","0.008","0.03","0.7","0.003"
"20191204","일반도로","청계천로","28","0.01","0.036","0.7","0.005"
"20191204","일반도로","종로","33","0.01","0.035","0.5","0.004"
"20191204","일반도로","도산대로","36","0.008","0.044","0.7","0.003"
"20191204","중앙차로","강남대로","38","0.005","0.059","1","0.003"
"20191203","입체","자연사박물관","24","0","0","0","0"
"20191203","일반도로","천호대로","39","0.004","0.045","0.6","0.003"
"20191203","중앙차로","동작대로","31","0.005","0.05","0.5","0.005"
"20191203","중앙차로","공항대로","0","0.005","0.042","0.5","0.005"
"20191203","입체","서울숲","28","0.007","0","0.3","0.004"
"20191203","중앙차로","강남대로","34","0.003","0.056","0.9","0.003"
"20191203","일반도로","도산대로","29","0.001","0.045","0.7","0.003"
"20191203","일반도로","신촌로","32","0.008","0.042","0.7","0.004"
"20191203","일반도로","홍릉로","0","0","0","0","0"
"20191203","경계","세곡","23","0.004","0.024","0.9","0.004"
"20191203","경계","행주","33","0.01","0.031","0.8","0.004"
"20191203","고공","관악산","23","0.024","0.017","0.5","0.004"
"20191203","일반도로","영등포로","35","0.006","0.044","0.7","0.004"
"20191203","전용차로","강변북로","0","0","0","0","0"
"20191203","일반도로","화랑로","39","0.007","0.035","0.5","0.004"
"20191203","고공","북한산","25","0.013","0.023","0.5","0.003"
"20191203","입체","마포아트센터","26","0.011","0.031","0.3","0.003"
"20191203","고공","남산","25","0.009","0.038","0.6","0.004"
"20191203","경계","궁동","27","0.005","0.012","0.4","0.004"
"20191203","일반도로","시흥대로","31","0.005","0.042","0.7","0.004"
"20191203","전용차로","정릉로","34","0.003","0.041","0.6","0.004"
"20191203","일반도로","청계천로","28","0.007","0.038","0.8","0.005"
"20191203","일반도로","종로","33","0.008","0.04","0.6","0.004"
"20191203","입체","올림픽공원","25","0.006","0.031","0.7","0.004"
"20191203","일반도로","한강대로","31","0.008","0.042","0.5","0.004"
"20191202","경계","세곡","18","0.018","0.015","0.6","0.004"
"20191202","일반도로","천호대로","29","0.018","0.027","0.4","0.003"
"20191202","고공","남산","22","0.026","0.011","0.5","0.003"
"20191202","경계","행주","24","0.027","0.011","0.7","0.003"
"20191202","고공","관악산","25","0.023","0.011","0.4","0.004"
"20191202","일반도로","종로","32","0.025","0.017","0.4","0.003"
"20191202","입체","올림픽공원","20","0.021","0.013","0.5","0.002"
"20191202","경계","궁동","19","0.015","0.001","0.4","0.003"
"20191202","일반도로","청계천로","23","0.023","0.02","0.5","0.004"
"20191202","일반도로","한강대로","22","0.02","0.022","0.4","0.004"
"20191202","일반도로","신촌로","29","0.014","0.032","0.6","0.004"
"20191202","고공","북한산","20","0.029","0.006","0.4","0.003"
"20191202","일반도로","시흥대로","22","0.021","0.023","0.4","0.003"
"20191202","중앙차로","강남대로","30","0.014","0.041","0.7","0.002"
"20191202","일반도로","도산대로","25","0","0.026","0.5","0.002"
"20191202","중앙차로","동작대로","26","0.016","0.034","0.4","0.005"
"20191202","일반도로","영등포로","27","0.015","0.033","0.5","0.003"
"20191202","입체","서울숲","22","0.023","0.015","0.4","0.004"
"20191202","일반도로","화랑로","25","0.021","0.021","0.2","0.004"
"20191202","전용차로","강변북로","0","0","0","0","0"
"20191202","전용차로","정릉로","24","0.012","0.027","0.3","0.004"
"20191202","입체","자연사박물관","22","0","0","0","0"
"20191202","일반도로","홍릉로","0","0","0","0","0"
"20191202","중앙차로","공항대로","0","0.015","0.025","0.4","0.004"
"20191202","입체","마포아트센터","22","0.023","0.017","0.3","0.003"
"20191201","고공","관악산","22","0.031","0.014","0.6","0.004"
"20191201","일반도로","신촌로","45","0.004","0.049","0.8","0.004"
"20191201","일반도로","영등포로","49","0.003","0.05","0.8","0.004"
"20191201","중앙차로","공항대로","0","0.003","0.046","0.7","0.005"
"20191201","입체","올림픽공원","32","0.003","0.037","0.8","0.003"
"20191201","일반도로","도산대로","43","0","0.052","0.8","0.003"
"20191201","중앙차로","강남대로","46","0.002","0.061","1","0.003"
"20191201","중앙차로","동작대로","48","0.004","0.057","0.8","0.005"
"20191201","일반도로","천호대로","50","0.003","0.049","0.8","0.004"
"20191201","입체","마포아트센터","41","0.006","0.042","0.4","0.004"
"20191201","일반도로","종로","44","0.005","0.044","0.7","0.004"
"20191201","전용차로","정릉로","43","0.003","0.041","0.6","0.004"
"20191201","일반도로","청계천로","39","0.005","0.046","0.8","0.005"
"20191201","일반도로","한강대로","38","0.006","0.047","0.6","0.004"
"20191201","입체","자연사박물관","30","0","0","0","0"
"20191201","일반도로","시흥대로","40","0.004","0.049","0.9","0.004"
"20191201","일반도로","홍릉로","0","0","0","0","0"
"20191201","입체","서울숲","41","0.004","0.035","0.6","0.005"
"20191201","경계","궁동","42","0.004","0.001","0.4","0.003"
"20191201","고공","남산","31","0.008","0.043","0.8","0.004"
"20191201","고공","북한산","32","0.01","0.026","0.6","0.003"
"20191201","전용차로","강변북로","0","0","0","0","0"
"20191201","일반도로","화랑로","45","0.005","0.037","0.6","0.004"
"20191201","경계","행주","48","0.003","0.041","1.1","0.004"
"20191201","경계","세곡","35","0.004","0.031","1.2","0.004"
"20191130","입체","올림픽공원","43","0.004","0.039","0.8","0.004"
"20191130","경계","세곡","40","0.006","0.033","1.2","0.005"
"20191130","경계","행주","64","0.004","0.039","1.1","0.005"
"20191130","일반도로","종로","51","0.004","0.051","0.8","0.004"
"20191130","고공","관악산","29","0.015","0.023","0.5","0.004"
"20191130","전용차로","정릉로","53","0.003","0.05","0.7","0.004"
"20191130","입체","자연사박물관","41","0","0","0","0"
"20191130","입체","서울숲","45","0.004","0.038","0.5","0.005"
"20191130","중앙차로","동작대로","47","0.004","0.061","0.8","0.006"
"20191130","일반도로","홍릉로","0","0","0","0","0"
"20191130","중앙차로","강남대로","51","0.003","0.069","1.1","0.004"
"20191130","일반도로","화랑로","54","0.006","0.04","0.6","0.004"
"20191130","경계","궁동","48","0.004","0.011","0.4","0.003"
"20191130","중앙차로","공항대로","0","0.002","0.053","0.8","0.005"
"20191130","일반도로","청계천로","46","0.004","0.046","1","0.006"
"20191130","일반도로","한강대로","46","0.004","0.052","0.7","0.005"
"20191130","일반도로","시흥대로","41","0.005","0.05","0.9","0.006"
"20191130","일반도로","천호대로","56","0.003","0.053","0.7","0.004"
"20191130","고공","남산","39","0.007","0.043","0.8","0.004"
"20191130","고공","북한산","32","0.015","0.021","0.5","0.003"
"20191130","일반도로","도산대로","48","0","0.053","0.8","0.004"
"20191130","전용차로","강변북로","0","0","0","0","0"
"20191130","일반도로","신촌로","53","0.003","0.051","0.9","0.005"
"20191130","일반도로","영등포로","55","0.003","0.053","0.9","0.005"
"20191130","입체","마포아트센터","45","0.006","0.047","0.5","0.004"
"20191129","중앙차로","동작대로","48","0.007","0.052","0.6","0.006"
"20191129","전용차로","정릉로","53","0.004","0.045","0.7","0.005"
"20191129","입체","자연사박물관","45","0","0","0","0"
"20191129","일반도로","종로","49","0.011","0.032","0.6","0.004"
"20191129","일반도로","신촌로","52","0.006","0.043","0.8","0.004"
"20191129","고공","북한산","31","0.025","0.008","0.4","0.003"
"20191129","전용차로","강변북로","0","0","0","0","0"
"20191129","일반도로","홍릉로","0","0","0","0","0"
"20191129","일반도로","화랑로","53","0.01","0.034","0.5","0.004"
"20191129","일반도로","영등포로","47","0.009","0.04","0.6","0.004"
"20191129","경계","세곡","46","0.006","0.03","0.9","0.005"
"20191129","경계","행주","50","0.02","0.021","0.8","0.004"
"20191129","일반도로","한강대로","43","0.01","0.035","0.6","0.004"
"20191129","일반도로","시흥대로","37","0.01","0.038","0.6","0.004"
"20191129","일반도로","도산대로","39","0.007","0.041","0.6","0.004"
"20191129","고공","관악산","36","0.008","0.013","0.5","0.003"
"20191129","중앙차로","공항대로","55","0.008","0.039","0.6","0.005"
"20191129","입체","서울숲","49","0.006","0.031","0.4","0.005"
"20191129","고공","남산","49","0.013","0.027","0.7","0.004"
"20191129","일반도로","청계천로","43","0.01","0.033","0.8","0.005"
"20191129","경계","궁동","33","0.011","0.018","0.4","0.003"
"20191129","중앙차로","강남대로","45","0.005","0.06","0.9","0.003"
"20191129","입체","마포아트센터","43","0.014","0.03","0.4","0.004"
"20191129","입체","올림픽공원","50","0.006","0.032","0.8","0.003"
"20191129","일반도로","천호대로","57","0.004","0.048","0.7","0.004"
"20191128","일반도로","도산대로","0","0.016","0.013","0.8","0.003"
"20191128","일반도로","한강대로","39","0.008","0.038","0.6","0.004"
"20191128","일반도로","청계천로","36","0.007","0.034","0.9","0.005"
"20191128","일반도로","종로","42","0.008","0.035","0.7","0.003"
"20191128","일반도로","천호대로","42","0.007","0.039","0.7","0.003"
"20191128","입체","올림픽공원","35","0.008","0.027","0.7","0.003"
"20191128","전용차로","정릉로","35","0.005","0.035","0.5","0.004"
"20191128","입체","서울숲","36","0.011","0.024","0.4","0.004"
"20191128","입체","마포아트센터","40","0.011","0.032","0.4","0.004"
"20191128","일반도로","화랑로","41","0.009","0.031","0.5","0.004"
"20191128","일반도로","시흥대로","37","0.007","0.038","0.7","0.004"
"20191128","경계","세곡","35","0.005","0.028","0.9","0.004"
"20191128","경계","행주","42","0.019","0.016","0.7","0.004"
"20191128","일반도로","영등포로","43","0.007","0.035","0.6","0.004"
"20191128","고공","관악산","31","0.015","0.016","0.5","0.004"
"20191128","중앙차로","동작대로","40","0.006","0.045","0.7","0.006"
"20191128","입체","자연사박물관","39","0","0","0","0"
"20191128","중앙차로","강남대로","0","0.004","0.059","1","0.003"
"20191128","중앙차로","공항대로","43","0.009","0.034","0.5","0.005"
"20191128","고공","북한산","24","0.022","0.009","0.4","0.003"
"20191128","고공","남산","39","0.01","0.029","1","0.004"
"20191128","경계","궁동","34","0.008","0.02","0.4","0.003"
"20191128","일반도로","신촌로","48","0.005","0.041","0.8","0.005"
"20191127","일반도로","시흥대로","34","0.012","0.03","0.6","0.004"
"20191127","전용차로","정릉로","39","0.007","0.032","0.5","0.004"
"20191127","일반도로","영등포로","45","0.009","0.031","0.7","0.004"
"20191127","중앙차로","동작대로","41","0.01","0.037","0.6","0.007"
"20191127","경계","세곡","32","0.009","0.025","0.7","0.004"
"20191127","입체","올림픽공원","32","0.015","0.02","0.6","0.003"
"20191127","입체","마포아트센터","38","0.017","0.024","0.4","0.004"
"20191127","일반도로","종로","37","0.018","0.021","0.5","0.004"
"20191127","일반도로","화랑로","41","0.015","0.024","0.4","0.004"
"20191127","일반도로","한강대로","37","0.013","0.028","0.6","0.005"
"20191127","입체","자연사박물관","36","0","0","0","0"
"20191127","입체","서울숲","37","0.017","0.019","0.4","0.004"
"20191127","일반도로","도산대로","0","0.014","0.003","0.8","0.004"
"20191127","일반도로","청계천로","41","0.014","0.03","0.9","0.005"
"20191127","일반도로","천호대로","43","0.01","0.038","0.7","0.004"
"20191127","일반도로","신촌로","48","0.007","0.039","0.8","0.004"
"20191127","고공","관악산","40","0.01","0.017","0.6","0.004"
"20191127","고공","북한산","35","0.025","0.008","0.5","0.004"
"20191127","경계","행주","45","0.026","0.013","0.8","0.004"
"20191127","고공","남산","35","0.019","0.016","0.9","0.004"
"20191127","경계","궁동","36","0.011","0.016","0.4","0.003"
"20191127","중앙차로","강남대로","0","0.007","0.052","0.9","0.003"
"20191127","중앙차로","공항대로","44","0.012","0.029","0.5","0.005"
"20191126","일반도로","영등포로","30","0.004","0.04","0.8","0.004"
"20191126","고공","남산","18","0.009","0.025","0.8","0.003"
"20191126","중앙차로","동작대로","29","0.005","0.045","0.7","0.007"
"20191126","일반도로","신촌로","26","0.004","0.04","0.7","0.004"
"20191126","일반도로","시흥대로","24","0.004","0.049","0.8","0.004"
"20191126","경계","세곡","28","0.008","0.026","1","0.004"
"20191126","일반도로","화랑로","34","0.006","0.031","0.6","0.003"
"20191126","고공","관악산","14","0.011","0.016","0.4","0.004"
"20191126","입체","올림픽공원","28","0.006","0.026","0.7","0.003"
"20191126","중앙차로","공항대로","42","0.003","0.04","0.7","0.005"
"20191126","고공","북한산","15","0.016","0.013","0.4","0.002"
"20191126","입체","서울숲","27","0.005","0.028","0.5","0.004"
"20191126","경계","궁동","34","0.004","0.028","0.3","0.003"
"20191126","일반도로","도산대로","0","0.002","0.003","0.8","0.002"
"20191126","전용차로","정릉로","29","0.003","0.068","0.6","0.004"
"20191126","일반도로","한강대로","25","0.005","0.038","0.6","0.004"
"20191126","입체","마포아트센터","24","0.007","0.036","0.4","0.003"
"20191126","일반도로","천호대로","34","0.005","0.038","0.7","0.003"
"20191126","입체","자연사박물관","19","0","0","0","0"
"20191126","일반도로","종로","28","0.004","0.04","0.7","0.003"
"20191126","중앙차로","강남대로","0","0.001","0.056","1","0.003"
"20191125","입체","서울숲","26","0.011","0.018","0.4","0.004"
"20191125","고공","관악산","25","0.011","0.011","0.5","0.004"
"20191125","입체","자연사박물관","23","0","0","0","0"
"20191125","입체","마포아트센터","23","0.016","0.02","0.3","0.003"
"20191125","입체","올림픽공원","43","0.011","0.019","0.6","0.002"
"20191125","일반도로","시흥대로","25","0.01","0.03","0.5","0.003"
"20191125","중앙차로","동작대로","26","0.011","0.031","0.4","0.006"
"20191125","일반도로","영등포로","29","0.01","0.025","0.5","0.003"
"20191125","중앙차로","공항대로","31","0.011","0.027","0.4","0.005"
"20191125","일반도로","도산대로","0","0.009","0.003","0.5","0.002"
"20191125","전용차로","정릉로","28","0.006","0.057","0.4","0.004"
"20191125","경계","행주","27","0.02","0.012","0.6","0.003"
"20191125","일반도로","천호대로","32","0.009","0.031","0.6","0.003"
"20191125","중앙차로","강남대로","0","0.006","0.053","0.8","0.003"
"20191125","일반도로","종로","25","0.015","0.02","0.4","0.003"
"20191125","일반도로","한강대로","23","0.012","0.024","0.5","0.004"
"20191125","일반도로","신촌로","32","0.009","0.033","0.6","0.003"
"20191125","일반도로","화랑로","30","0.011","0.022","0.4","0.002"
"20191125","경계","궁동","23","0.01","0.013","0.4","0.003"
"20191125","고공","남산","26","0.014","0.014","0.8","0.003"
"20191125","경계","세곡","24","0.01","0.021","0.7","0.004"
"20191125","고공","북한산","22","0.018","0.008","0.4","0.003"
"20191124","고공","남산","29","0.014","0.023","0.9","0.003"
"20191124","고공","관악산","23","0.037","0.014","0.5","0.005"
"20191124","경계","궁동","28","0.008","0.027","0.4","0.003"
"20191124","중앙차로","강남대로","0","0.004","0.053","1","0.002"
"20191124","입체","자연사박물관","26","0","0","0","0"
"20191124","입체","서울숲","33","0.005","0.03","0.7","0.005"
"20191124","일반도로","천호대로","38","0.003","0.038","0.8","0.003"
"20191124","일반도로","화랑로","34","0.006","0.031","0.6","0.002"
"20191124","일반도로","도산대로","0","0.001","0.039","0.8","0.002"
"20191124","고공","북한산","23","0.016","0.015","0.5","0.003"
"20191124","경계","행주","46","0.007","0.032","1.1","0.004"
"20191124","입체","올림픽공원","3","0.005","0.026","0.8","0.003"
"20191124","입체","마포아트센터","32","0.008","0.039","0.5","0.004"
"20191124","일반도로","영등포로","41","0.005","0.039","0.9","0.004"
"20191124","일반도로","종로","32","0.006","0.038","0.8","0.004"
"20191124","경계","세곡","25","0.006","0.027","1","0.004"
"20191124","전용차로","정릉로","32","0.004","0.076","0.9","0.004"
"20191124","중앙차로","공항대로","40","0.006","0.037","0.8","0.006"
"20191124","일반도로","신촌로","37","0.004","0.047","0.9","0.004"
"20191124","일반도로","한강대로","31","0.006","0.041","0.7","0.004"
"20191124","중앙차로","동작대로","31","0.006","0.046","0.9","0.006"
"20191124","일반도로","시흥대로","29","0.008","0.047","0.9","0.004"
"20191123","경계","궁동","34","0.004","0.041","0.4","0.003"
"20191123","일반도로","신촌로","37","0.005","0.051","0.7","0.004"
"20191123","일반도로","시흥대로","36","0.002","0.066","1.1","0.005"
"20191123","전용차로","정릉로","37","0.003","0.121","1.2","0.005"
"20191123","고공","관악산","22","0.023","0.015","0.4","0.004"
"20191123","일반도로","종로","35","0.004","0.052","1.1","0.004"
"20191123","일반도로","한강대로","31","0.005","0.049","0.6","0.004"
"20191123","중앙차로","강남대로","0","0.004","0.069","1.2","0.003"
"20191123","일반도로","화랑로","44","0.005","0.039","0.8","0.003"
"20191123","입체","마포아트센터","30","0.009","0.042","0.4","0.004"
"20191123","입체","자연사박물관","23","0","0","0","0"
"20191123","고공","남산","27","0.014","0.029","0.8","0.004"
"20191123","입체","서울숲","41","0.005","0.039","0.7","0.005"
"20191123","고공","북한산","19","0.018","0.014","0.4","0.003"
"20191123","일반도로","천호대로","47","0.004","0.048","0.9","0.004"
"20191123","입체","올림픽공원","0","0.005","0.032","0.8","0.002"
"20191123","중앙차로","동작대로","40","0.005","0.059","1","0.007"
"20191123","일반도로","영등포로","39","0.003","0.048","0.9","0.004"
"20191123","경계","세곡","37","0.009","0.033","1.2","0.005"
"20191123","중앙차로","공항대로","62","0.003","0.058","0.9","0.007"
"20191123","일반도로","도산대로","0","0.002","0.051","0.8","0.002"
"20191123","경계","행주","49","0.005","0.04","0.9","0.004"
"20191122","전용차로","정릉로","49","0.003","0.125","0.9","0.005"
"20191122","경계","궁동","44","0.004","0.036","0.4","0.004"
"20191122","중앙차로","공항대로","70","0.003","0.056","0.9","0.006"
"20191122","일반도로","영등포로","53","0.004","0.05","0.9","0.004"
"20191122","입체","서울숲","47","0.007","0.035","0.5","0.005"
"20191122","경계","행주","55","0.007","0.039","0.9","0.004"
"20191122","일반도로","화랑로","60","0.005","0.041","0.8","0.003"
"20191122","일반도로","한강대로","45","0.006","0.047","0.7","0.005"
"20191122","일반도로","종로","47","0.004","0.05","0.9","0.004"
"20191122","일반도로","신촌로","50","0.007","0.048","0.8","0.004"
"20191122","일반도로","도산대로","0","0.002","0.049","0.9","0.003"
"20191122","중앙차로","강남대로","0","0.004","0.065","0.8","0.003"
"20191122","입체","마포아트센터","43","0.011","0.043","0.4","0.004"
"20191122","고공","북한산","33","0.02","0.014","0.4","0.003"
"20191122","입체","자연사박물관","38","0","0","0","0"
"20191122","일반도로","천호대로","52","0.005","0.05","0.9","0.004"
"20191122","일반도로","시흥대로","43","0.003","0.067","1.1","0.005"
"20191122","입체","올림픽공원","45","0.008","0.031","0.8","0.003"
"20191122","경계","세곡","43","0.008","0.034","1","0.005"
"20191122","중앙차로","동작대로","48","0.005","0.06","0.9","0.007"
"20191122","고공","남산","40","0.016","0.026","0.8","0.004"
"20191122","고공","관악산","36","0.023","0.016","0.5","0.004"
