"측정일자","도로변구분","측정소명","미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"20191113","입체","자연사박물관","27","0","0","0","0"
"20191113","간이측정","학교8(덕성여중)","32","0","0","0","0"
"20191113","간이측정","학교7(창덕여중)","35","0","0","0","0"
"20191113","간이측정","학교6(충무초)","32","0","0","0","0"
"20191113","간이측정","학교5(효제초)","31","0","0","0","0"
"20191113","고공","북한산","27","0.011","0.021","0.5","0.003"
"20191113","일반도로","홍릉로","44","0.005","0.037","0.8","0.004"
"20191113","고공","관악산","24","0.031","0.018","0.5","0.006"
"20191112","간이측정","학교7(창덕여중)","35","0","0","0","0"
"20191112","간이측정","공사장5(효제동)","68","0","0","0","0"
"20191112","간이측정","공사장4(저동2지구)","58","0","0","0","0"
"20191112","간이측정","학교8(덕성여중)","32","0","0","0","0"
"20191112","간이측정","공사장3(효제동)","66","0","0","0","0"
"20191112","간이측정","공원1(종묘)","34","0","0","0","0"
"20191112","간이측정","공사장1(삼성병원)","52","0","0","0","0"
"20191112","경계","행주","43","0.004","0.042","0.9","0.005"
"20191112","일반도로","종로","35","0.004","0.04","0.7","0.003"
"20191112","일반도로","청계천로","42","0.003","0.052","1.1","0.005"
"20191112","고공","관악산","41","0.018","0.021","0.5","0.004"
"20191112","간이측정","공원2(경희궁)","36","0","0","0","0"
"20191112","간이측정","청계천(청계천로)","37","0","0","0","0"
"20191112","일반도로","한강대로","39","0.005","0.049","0.8","0.004"
"20191112","일반도로","천호대로","49","0.003","0.048","0.6","0.003"
"20191112","간이측정","강남구청3(센트리)","60","0","0","0","0"
"20191112","간이측정","시장1(통인시장)","34","0","0","0","0"
"20191112","일반도로","신촌로","48","0.003","0.055","1","0.004"
"20191112","경계","궁동","39","0.005","0.035","0.4","0.004"
"20191112","간이측정","공사장7","61","0","0","0","0"
"20191112","간이측정","시장2(남대문시장)","39","0","0","0","0"
"20191112","중앙차로","동작대로","38","0.005","0.054","0.8","0.007"
"20191112","간이측정","시장3(중부시장)","35","0","0","0","0"
"20191112","간이측정","시장4(방산시장)","36","0","0","0","0"
"20191112","고공","남산","45","0.008","0.039","0.9","0.004"
"20191112","간이측정","시장5(동대문쇼핑센터)","38","0","0","0","0"
"20191112","간이측정","을지인쇄골목1(인쇄골목)","77","0","0","0","0"
"20191112","고공","북한산","26","0.013","0.02","0.5","0.003"
"20191112","간이측정","을지인쇄골목2(인쇄골목)","36","0","0","0","0"
"20191112","간이측정","도로변10(종로5가-2)","42","0","0","0","0"
"20191112","전용차로","강변북로","36","0.005","0.054","0.8","0.006"
"20191112","간이측정","을지로(금속)","42","0","0","0","0"
"20191112","일반도로","화랑로","46","0.004","0.036","0.7","0.003"
"20191112","일반도로","시흥대로","40","0.004","0.062","0.9","0.005"
"20191112","중앙차로","공항대로","50","0.003","0.052","0.8","0.005"
"20191112","일반도로","영등포로","47","0.004","0.055","0.9","0.004"
"20191112","간이측정","강남구청1(SGA)","36","0","0","0","0"
"20191112","입체","서울숲","38","0","0","0","0"
"20191112","간이측정","도로변8(경복궁역)","35","0","0","0","0"
"20191112","간이측정","도로변9(동대문역사공원역)","37","0","0","0","0"
"20191112","간이측정","파출소1(태평로)","38","0","0","0","0"
"20191112","간이측정","파출소2(명동)","36","0","0","0","0"
"20191112","입체","마포아트센터","40","0.007","0.047","0.4","0.004"
"20191112","입체","자연사박물관","37","0","0","0","0"
"20191112","일반도로","홍릉로","51","0.003","0.046","0.9","0.004"
"20191112","간이측정","도로변7(충무로역)","37","0","0","0","0"
"20191112","간이측정","도로변6(종로3가역)","37","0","0","0","0"
"20191112","간이측정","학교1(덕수초)","33","0","0","0","0"
"20191112","간이측정","도로변5(명동역)","36","0","0","0","0"
"20191112","간이측정","학교2(재동초)","32","0","0","0","0"
"20191112","간이측정","도로변4(을지로입구역)","38","0","0","0","0"
"20191112","경계","세곡","36","0.005","0.033","1","0.004"
"20191112","간이측정","학교3(운현초)","35","0","0","0","0"
"20191112","간이측정","학교4(금화초)","36","0","0","0","0"
"20191112","입체","올림픽공원","41","0.004","0.033","0.8","0.002"
"20191112","간이측정","학교5(효제초)","34","0","0","0","0"
"20191112","전용차로","정릉로","38","0.003","0.101","0.8","0.005"
"20191112","간이측정","도로변3(종각역)","37","0","0","0","0"
"20191112","간이측정","학교6(충무초)","34","0","0","0","0"
"20191112","간이측정","도로변2(종로5가)","38","0","0","0","0"
"20191112","간이측정","도로변1(광화문역)","29","0","0","0","0"
"20191112","간이측정","공사장6(세운재정비촉진지구)","69","0","0","0","0"
"20191112","간이측정","강남구청2(랩코)","36","0","0","0","0"
"20191111","일반도로","화랑로","28","0.016","0.031","0.5","0.002"
"20191111","입체","마포아트센터","26","0.025","0.022","0.4","0.003"
"20191111","입체","자연사박물관","23","0","0","0","0"
"20191111","전용차로","강변북로","23","0.015","0.042","0.6","0.004"
"20191111","전용차로","정릉로","26","0.006","0.076","0.5","0.004"
"20191111","일반도로","홍릉로","35","0.023","0.027","0.7","0.003"
"20191111","입체","올림픽공원","20","0.022","0.017","0.6","0.002"
"20191111","입체","서울숲","24","0","0","0","0"
"20191111","간이측정","도로변10(종로5가-2)","28","0","0","0","0"
"20191111","간이측정","을지인쇄골목1(인쇄골목)","46","0","0","0","0"
"20191111","간이측정","공사장7","44","0","0","0","0"
"20191111","간이측정","강남구청3(센트리)","43","0","0","0","0"
"20191111","일반도로","천호대로","28","0.022","0.033","0.4","0.003"
"20191111","간이측정","강남구청2(랩코)","29","0","0","0","0"
"20191111","간이측정","강남구청1(SGA)","30","0","0","0","0"
"20191111","간이측정","을지로(금속)","33","0","0","0","0"
"20191111","간이측정","을지인쇄골목2(인쇄골목)","28","0","0","0","0"
"20191111","간이측정","시장5(동대문쇼핑센터)","31","0","0","0","0"
"20191111","간이측정","시장4(방산시장)","28","0","0","0","0"
"20191111","간이측정","시장3(중부시장)","27","0","0","0","0"
"20191111","간이측정","시장2(남대문시장)","30","0","0","0","0"
"20191111","간이측정","시장1(통인시장)","28","0","0","0","0"
"20191111","간이측정","청계천(청계천로)","28","0","0","0","0"
"20191111","간이측정","공원2(경희궁)","27","0","0","0","0"
"20191111","간이측정","공원1(종묘)","27","0","0","0","0"
"20191111","간이측정","학교8(덕성여중)","26","0","0","0","0"
"20191111","간이측정","학교7(창덕여중)","28","0","0","0","0"
"20191111","간이측정","학교6(충무초)","27","0","0","0","0"
"20191111","간이측정","학교5(효제초)","26","0","0","0","0"
"20191111","간이측정","학교4(금화초)","28","0","0","0","0"
"20191111","간이측정","학교3(운현초)","28","0","0","0","0"
"20191111","간이측정","학교2(재동초)","25","0","0","0","0"
"20191111","간이측정","학교1(덕수초)","26","0","0","0","0"
"20191111","간이측정","파출소2(명동)","30","0","0","0","0"
"20191111","간이측정","파출소1(태평로)","33","0","0","0","0"
"20191111","간이측정","도로변9(동대문역사공원역)","30","0","0","0","0"
"20191111","간이측정","도로변8(경복궁역)","30","0","0","0","0"
"20191111","간이측정","도로변7(충무로역)","30","0","0","0","0"
"20191111","간이측정","도로변6(종로3가역)","30","0","0","0","0"
"20191111","간이측정","도로변5(명동역)","29","0","0","0","0"
"20191111","간이측정","도로변4(을지로입구역)","28","0","0","0","0"
"20191111","간이측정","도로변3(종각역)","33","0","0","0","0"
"20191111","간이측정","도로변2(종로5가)","29","0","0","0","0"
"20191111","간이측정","도로변1(광화문역)","23","0","0","0","0"
"20191111","간이측정","공사장6(세운재정비촉진지구)","56","0","0","0","0"
"20191111","간이측정","공사장5(효제동)","53","0","0","0","0"
"20191111","간이측정","공사장4(저동2지구)","44","0","0","0","0"
"20191111","간이측정","공사장3(효제동)","44","0","0","0","0"
"20191111","간이측정","공사장1(삼성병원)","36","0","0","0","0"
"20191111","일반도로","종로","19","0.025","0.023","0.5","0.003"
"20191111","일반도로","청계천로","24","0.025","0.03","0.7","0.004"
"20191111","일반도로","한강대로","24","0.022","0.028","0.6","0.004"
"20191111","경계","궁동","24","0.02","0.018","0.4","0.004"
"20191111","고공","남산","26","0.033","0.011","0.7","0.003"
"20191111","중앙차로","동작대로","21","0.02","0.04","0.5","0.006"
"20191111","고공","북한산","20","0.03","0.011","0.5","0.003"
"20191111","고공","관악산","22","0.041","0.013","0.5","0.004"
"20191111","일반도로","시흥대로","23","0.023","0.038","0.6","0.003"
"20191111","경계","행주","25","0.027","0.019","0.7","0.004"
"20191111","경계","세곡","21","0.016","0.027","0.7","0.003"
"20191111","일반도로","영등포로","30","0.017","0.04","0.7","0.003"
"20191111","중앙차로","공항대로","29","0.018","0.031","0.5","0.005"
"20191111","일반도로","신촌로","32","0.016","0.042","0.7","0.003"
"20191110","일반도로","홍릉로","55","0.01","0.037","0.7","0.004"
"20191110","전용차로","강변북로","37","0.009","0.048","0.7","0.005"
"20191110","간이측정","을지인쇄골목1(인쇄골목)","53","0","0","0","0"
"20191110","간이측정","강남구청3(센트리)","56","0","0","0","0"
"20191110","간이측정","강남구청2(랩코)","42","0","0","0","0"
"20191110","간이측정","강남구청1(SGA)","37","0","0","0","0"
"20191110","간이측정","을지로(금속)","44","0","0","0","0"
"20191110","간이측정","을지인쇄골목2(인쇄골목)","38","0","0","0","0"
"20191110","입체","자연사박물관","37","0","0","0","0"
"20191110","중앙차로","동작대로","35","0.01","0.049","0.7","0.006"
"20191110","간이측정","시장5(동대문쇼핑센터)","41","0","0","0","0"
"20191110","간이측정","시장4(방산시장)","39","0","0","0","0"
"20191110","경계","행주","44","0.012","0.039","0.9","0.005"
"20191110","간이측정","도로변10(종로5가-2)","39","0","0","0","0"
"20191110","일반도로","신촌로","47","0.009","0.047","0.8","0.004"
"20191110","경계","궁동","35","0.012","0.029","0.4","0.004"
"20191110","일반도로","화랑로","46","0.007","0.036","0.6","0.002"
"20191110","고공","관악산","38","0.039","0.014","0.6","0.004"
"20191110","간이측정","시장3(중부시장)","37","0","0","0","0"
"20191110","간이측정","시장2(남대문시장)","43","0","0","0","0"
"20191110","간이측정","시장1(통인시장)","39","0","0","0","0"
"20191110","고공","북한산","35","0.019","0.021","0.5","0.003"
"20191110","간이측정","청계천(청계천로)","40","0","0","0","0"
"20191110","간이측정","공원2(경희궁)","39","0","0","0","0"
"20191110","간이측정","공원1(종묘)","38","0","0","0","0"
"20191110","간이측정","학교8(덕성여중)","37","0","0","0","0"
"20191110","간이측정","학교7(창덕여중)","41","0","0","0","0"
"20191110","간이측정","학교6(충무초)","38","0","0","0","0"
"20191110","입체","마포아트센터","41","0.015","0.04","0.4","0.004"
"20191110","간이측정","학교5(효제초)","39","0","0","0","0"
"20191110","간이측정","학교4(금화초)","41","0","0","0","0"
"20191110","간이측정","학교3(운현초)","39","0","0","0","0"
"20191110","간이측정","학교2(재동초)","38","0","0","0","0"
"20191110","간이측정","학교1(덕수초)","38","0","0","0","0"
"20191110","입체","올림픽공원","41","0.01","0.03","0.8","0.003"
"20191110","중앙차로","공항대로","46","0.008","0.042","0.7","0.005"
"20191110","간이측정","파출소2(명동)","40","0","0","0","0"
"20191110","일반도로","천호대로","56","0.01","0.039","0.6","0.004"
"20191110","간이측정","파출소1(태평로)","43","0","0","0","0"
"20191110","일반도로","시흥대로","39","0.009","0.056","0.9","0.004"
"20191110","일반도로","영등포로","52","0.007","0.05","0.9","0.004"
"20191110","간이측정","도로변9(동대문역사공원역)","40","0","0","0","0"
"20191110","간이측정","공사장7","56","0","0","0","0"
"20191110","간이측정","도로변8(경복궁역)","39","0","0","0","0"
"20191110","간이측정","도로변7(충무로역)","42","0","0","0","0"
"20191110","간이측정","도로변6(종로3가역)","42","0","0","0","0"
"20191110","간이측정","도로변5(명동역)","40","0","0","0","0"
"20191110","간이측정","도로변4(을지로입구역)","42","0","0","0","0"
"20191110","간이측정","도로변3(종각역)","40","0","0","0","0"
"20191110","간이측정","도로변2(종로5가)","40","0","0","0","0"
"20191110","간이측정","도로변1(광화문역)","34","0","0","0","0"
"20191110","간이측정","공사장6(세운재정비촉진지구)","75","0","0","0","0"
"20191110","간이측정","공사장5(효제동)","60","0","0","0","0"
"20191110","간이측정","공사장4(저동2지구)","54","0","0","0","0"
"20191110","간이측정","공사장3(효제동)","50","0","0","0","0"
"20191110","간이측정","공사장1(삼성병원)","188","0","0","0","0"
"20191110","고공","남산","43","0.018","0.023","0.9","0.005"
"20191110","일반도로","종로","37","0.007","0.043","0.7","0.004"
"20191110","입체","서울숲","43","0","0","0","0"
"20191110","일반도로","청계천로","41","0.009","0.044","0.8","0.005"
"20191110","전용차로","정릉로","38","0.004","0.089","0.7","0.004"
"20191110","경계","세곡","35","0.013","0.028","0.9","0.004"
"20191110","일반도로","한강대로","43","0.01","0.043","0.6","0.005"
"20191109","간이측정","을지인쇄골목2(인쇄골목)","27","0","0","0","0"
"20191109","경계","궁동","42","0.011","0.031","0.4","0.004"
"20191109","고공","남산","50","0.017","0.025","0.8","0.004"
"20191109","고공","북한산","26","0.028","0.012","0.4","0.003"
"20191109","고공","관악산","35","0.021","0.014","0.5","0.003"
"20191109","간이측정","도로변10(종로5가-2)","36","0","0","0","0"
"20191109","간이측정","을지인쇄골목1(인쇄골목)","74","0","0","0","0"
"20191109","간이측정","공사장7","54","0","0","0","0"
"20191109","간이측정","강남구청3(센트리)","50","0","0","0","0"
"20191109","간이측정","강남구청2(랩코)","33","0","0","0","0"
"20191109","간이측정","강남구청1(SGA)","29","0","0","0","0"
"20191109","간이측정","을지로(금속)","33","0","0","0","0"
"20191109","간이측정","시장5(동대문쇼핑센터)","33","0","0","0","0"
"20191109","간이측정","시장4(방산시장)","29","0","0","0","0"
"20191109","간이측정","시장3(중부시장)","27","0","0","0","0"
"20191109","경계","행주","46","0.015","0.033","0.7","0.005"
"20191109","간이측정","시장2(남대문시장)","32","0","0","0","0"
"20191109","일반도로","천호대로","54","0.008","0.05","0.6","0.004"
"20191109","입체","서울숲","54","0","0","0","0"
"20191109","간이측정","시장1(통인시장)","25","0","0","0","0"
"20191109","중앙차로","공항대로","49","0.008","0.045","0.7","0.006"
"20191109","간이측정","공사장6(세운재정비촉진지구)","78","0","0","0","0"
"20191109","간이측정","청계천(청계천로)","28","0","0","0","0"
"20191109","간이측정","공사장5(효제동)","63","0","0","0","0"
"20191109","간이측정","공사장4(저동2지구)","53","0","0","0","0"
"20191109","간이측정","공사장3(효제동)","81","0","0","0","0"
"20191109","간이측정","공사장1(삼성병원)","58","0","0","0","0"
"20191109","일반도로","종로","34","0.01","0.041","0.6","0.004"
"20191109","간이측정","공원2(경희궁)","26","0","0","0","0"
"20191109","간이측정","학교8(덕성여중)","24","0","0","0","0"
"20191109","간이측정","학교7(창덕여중)","26","0","0","0","0"
"20191109","간이측정","학교6(충무초)","28","0","0","0","0"
"20191109","일반도로","청계천로","40","0.011","0.048","0.9","0.005"
"20191109","간이측정","학교5(효제초)","28","0","0","0","0"
"20191109","간이측정","학교4(금화초)","26","0","0","0","0"
"20191109","일반도로","한강대로","43","0.01","0.048","0.7","0.005"
"20191109","입체","자연사박물관","37","0","0","0","0"
"20191109","간이측정","학교3(운현초)","25","0","0","0","0"
"20191109","간이측정","학교2(재동초)","24","0","0","0","0"
"20191109","간이측정","학교1(덕수초)","24","0","0","0","0"
"20191109","간이측정","파출소2(명동)","31","0","0","0","0"
"20191109","간이측정","파출소1(태평로)","30","0","0","0","0"
"20191109","간이측정","도로변9(동대문역사공원역)","33","0","0","0","0"
"20191109","간이측정","도로변8(경복궁역)","27","0","0","0","0"
"20191109","간이측정","도로변7(충무로역)","31","0","0","0","0"
"20191109","입체","마포아트센터","42","0.015","0.045","0.4","0.004"
"20191109","간이측정","도로변6(종로3가역)","30","0","0","0","0"
"20191109","경계","세곡","43","0.007","0.04","1","0.004"
"20191109","입체","올림픽공원","45","0.009","0.035","0.7","0.003"
"20191109","간이측정","도로변2(종로5가)","32","0","0","0","0"
"20191109","간이측정","도로변1(광화문역)","22","0","0","0","0"
"20191109","일반도로","시흥대로","43","0.01","0.061","0.9","0.005"
"20191109","중앙차로","동작대로","40","0.008","0.058","0.9","0.007"
"20191109","간이측정","도로변5(명동역)","31","0","0","0","0"
"20191109","일반도로","화랑로","53","0.007","0.04","0.6","0.003"
"20191109","전용차로","강변북로","41","0.007","0.058","0.7","0.005"
"20191109","간이측정","도로변4(을지로입구역)","29","0","0","0","0"
"20191109","간이측정","도로변3(종각역)","28","0","0","0","0"
"20191109","일반도로","영등포로","49","0.008","0.052","0.8","0.004"
"20191109","전용차로","정릉로","42","0.003","0.117","0.7","0.004"
"20191109","일반도로","홍릉로","57","0.011","0.044","0.9","0.005"
"20191109","일반도로","신촌로","51","0.006","0.062","1","0.004"
"20191108","전용차로","강변북로","38","0.008","0.051","0.6","0.005"
"20191108","간이측정","시장2(남대문시장)","26","0","0","0","0"
"20191108","간이측정","시장1(통인시장)","19","0","0","0","0"
"20191108","일반도로","천호대로","52","0.008","0.046","0.6","0.004"
"20191108","전용차로","정릉로","35","0.004","0.112","0.5","0.004"
"20191108","간이측정","도로변5(명동역)","21","0","0","0","0"
"20191108","간이측정","공사장1(삼성병원)","55","0","0","0","0"
"20191108","간이측정","청계천(청계천로)","22","0","0","0","0"
"20191108","간이측정","공원2(경희궁)","20","0","0","0","0"
"20191108","간이측정","공원1(종묘)","15","0","0","0","0"
"20191108","일반도로","화랑로","54","0.007","0.037","0.5","0.003"
"20191108","간이측정","공사장5(효제동)","59","0","0","0","0"
"20191108","간이측정","학교8(덕성여중)","17","0","0","0","0"
"20191108","간이측정","학교7(창덕여중)","20","0","0","0","0"
"20191108","간이측정","학교6(충무초)","20","0","0","0","0"
"20191108","경계","궁동","37","0.012","0.027","0.4","0.004"
"20191108","간이측정","학교5(효제초)","20","0","0","0","0"
"20191108","간이측정","학교4(금화초)","20","0","0","0","0"
"20191108","간이측정","도로변2(종로5가)","24","0","0","0","0"
"20191108","간이측정","학교3(운현초)","20","0","0","0","0"
"20191108","간이측정","도로변3(종각역)","23","0","0","0","0"
"20191108","간이측정","도로변4(을지로입구역)","21","0","0","0","0"
"20191108","간이측정","학교2(재동초)","18","0","0","0","0"
"20191108","고공","남산","48","0.023","0.014","0.6","0.004"
"20191108","일반도로","신촌로","51","0.01","0.05","0.7","0.004"
"20191108","간이측정","학교1(덕수초)","18","0","0","0","0"
"20191108","간이측정","공사장4(저동2지구)","50","0","0","0","0"
"20191108","간이측정","파출소2(명동)","21","0","0","0","0"
"20191108","간이측정","공사장6(세운재정비촉진지구)","57","0","0","0","0"
"20191108","간이측정","파출소1(태평로)","28","0","0","0","0"
"20191108","간이측정","도로변9(동대문역사공원역)","24","0","0","0","0"
"20191108","간이측정","도로변8(경복궁역)","20","0","0","0","0"
"20191108","입체","마포아트센터","38","0.02","0.03","0.4","0.003"
"20191108","일반도로","시흥대로","36","0.013","0.047","0.6","0.004"
"20191108","중앙차로","동작대로","38","0.01","0.05","0.6","0.007"
"20191108","입체","자연사박물관","42","0","0","0","0"
"20191108","일반도로","한강대로","40","0.015","0.035","0.5","0.004"
"20191108","일반도로","홍릉로","58","0.012","0.036","0.7","0.004"
"20191108","일반도로","영등포로","44","0.011","0.041","0.6","0.004"
"20191108","경계","세곡","42","0.007","0.035","0.8","0.004"
"20191108","간이측정","도로변10(종로5가-2)","36","0","0","0","0"
"20191108","간이측정","을지인쇄골목1(인쇄골목)","68","0","0","0","0"
"20191108","간이측정","도로변7(충무로역)","24","0","0","0","0"
"20191108","간이측정","공사장7","53","0","0","0","0"
"20191108","간이측정","공사장3(효제동)","97","0","0","0","0"
"20191108","고공","관악산","51","0.011","0.013","0.5","0.003"
"20191108","경계","행주","47","0.022","0.023","0.5","0.004"
"20191108","일반도로","청계천로","41","0.012","0.041","0.7","0.004"
"20191108","간이측정","도로변6(종로3가역)","23","0","0","0","0"
"20191108","입체","서울숲","50","0","0","0","0"
"20191108","고공","북한산","33","0.027","0.01","0.3","0.003"
"20191108","간이측정","강남구청3(센트리)","50","0","0","0","0"
"20191108","간이측정","강남구청2(랩코)","23","0","0","0","0"
"20191108","입체","올림픽공원","47","0.009","0.031","0.6","0.003"
"20191108","간이측정","도로변1(광화문역)","15","0","0","0","0"
"20191108","간이측정","강남구청1(SGA)","24","0","0","0","0"
"20191108","간이측정","을지로(금속)","26","0","0","0","0"
"20191108","일반도로","종로","36","0.014","0.031","0.5","0.003"
"20191108","중앙차로","공항대로","47","0.009","0.04","0.5","0.005"
"20191108","간이측정","을지인쇄골목2(인쇄골목)","22","0","0","0","0"
"20191108","간이측정","시장5(동대문쇼핑센터)","25","0","0","0","0"
"20191108","간이측정","시장4(방산시장)","21","0","0","0","0"
"20191108","간이측정","시장3(중부시장)","21","0","0","0","0"
"20191107","간이측정","학교5(효제초)","32","0","0","0","0"
"20191107","경계","세곡","45","0.013","0.032","0.8","0.004"
"20191107","경계","행주","60","0.027","0.021","0.6","0.005"
"20191107","고공","관악산","54","0.024","0.014","0.5","0.004"
"20191107","고공","북한산","38","0.032","0.009","0.4","0.003"
"20191107","고공","남산","56","0.032","0.011","0.7","0.004"
"20191107","경계","궁동","45","0.017","0.022","0.4","0.004"
"20191107","일반도로","화랑로","54","0.013","0.034","0.5","0.003"
"20191107","전용차로","강변북로","43","0.013","0.048","0.6","0.005"
"20191107","전용차로","정릉로","41","0.006","0.082","0.5","0.004"
"20191107","일반도로","홍릉로","60","0.021","0.031","0.7","0.004"
"20191107","일반도로","한강대로","46","0.02","0.035","0.5","0.005"
"20191107","일반도로","청계천로","47","0.024","0.03","0.6","0.004"
"20191107","일반도로","종로","42","0.024","0.024","0.5","0.004"
"20191107","간이측정","공사장1(삼성병원)","57","0","0","0","0"
"20191107","간이측정","공사장2(신문로)","65","0","0","0","0"
"20191107","간이측정","공사장3(효제동)","117","0","0","0","0"
"20191107","간이측정","공사장4(저동2지구)","58","0","0","0","0"
"20191107","간이측정","공사장5(효제동)","66","0","0","0","0"
"20191107","간이측정","공사장6(세운재정비촉진지구)","79","0","0","0","0"
"20191107","간이측정","도로변1(광화문역)","30","0","0","0","0"
"20191107","간이측정","도로변2(종로5가)","35","0","0","0","0"
"20191107","간이측정","도로변3(종각역)","37","0","0","0","0"
"20191107","간이측정","도로변4(을지로입구역)","36","0","0","0","0"
"20191107","간이측정","도로변5(명동역)","34","0","0","0","0"
"20191107","간이측정","도로변6(종로3가역)","36","0","0","0","0"
"20191107","간이측정","도로변7(충무로역)","36","0","0","0","0"
"20191107","간이측정","도로변8(경복궁역)","36","0","0","0","0"
"20191107","간이측정","도로변9(동대문역사공원역)","35","0","0","0","0"
"20191107","간이측정","파출소1(태평로)","39","0","0","0","0"
"20191107","간이측정","파출소2(명동)","35","0","0","0","0"
"20191107","간이측정","학교1(덕수초)","32","0","0","0","0"
"20191107","간이측정","학교2(재동초)","31","0","0","0","0"
"20191107","간이측정","학교3(운현초)","32","0","0","0","0"
"20191107","간이측정","학교4(금화초)","35","0","0","0","0"
"20191107","간이측정","학교6(충무초)","33","0","0","0","0"
"20191107","간이측정","학교7(창덕여중)","35","0","0","0","0"
"20191107","간이측정","학교8(덕성여중)","31","0","0","0","0"
"20191107","간이측정","공원1(종묘)","33","0","0","0","0"
"20191107","간이측정","공원2(경희궁)","35","0","0","0","0"
"20191107","간이측정","청계천(청계천로)","34","0","0","0","0"
"20191107","간이측정","시장1(통인시장)","33","0","0","0","0"
"20191107","간이측정","시장2(남대문시장)","37","0","0","0","0"
"20191107","간이측정","시장3(중부시장)","32","0","0","0","0"
"20191107","간이측정","시장4(방산시장)","34","0","0","0","0"
"20191107","간이측정","시장5(동대문쇼핑센터)","35","0","0","0","0"
"20191107","간이측정","을지인쇄골목2(인쇄골목)","34","0","0","0","0"
"20191107","간이측정","을지로(금속)","40","0","0","0","0"
"20191107","간이측정","강남구청1(SGA)","35","0","0","0","0"
"20191107","간이측정","강남구청2(랩코)","34","0","0","0","0"
"20191107","간이측정","강남구청3(센트리)","54","0","0","0","0"
"20191107","간이측정","공사장7","60","0","0","0","0"
"20191107","간이측정","을지인쇄골목1(인쇄골목)","71","0","0","0","0"
"20191107","간이측정","도로변10(종로5가-2)","39","0","0","0","0"
"20191107","중앙차로","공항대로","53","0.016","0.036","0.5","0.005"
"20191107","일반도로","영등포로","53","0.017","0.039","0.6","0.004"
"20191107","중앙차로","동작대로","44","0.018","0.043","0.5","0.007"
"20191107","일반도로","시흥대로","42","0.022","0.038","0.5","0.004"
"20191107","일반도로","신촌로","57","0.012","0.049","0.7","0.004"
"20191107","일반도로","천호대로","56","0.015","0.041","0.6","0.004"
"20191107","입체","올림픽공원","50","0.016","0.026","0.7","0.003"
"20191107","입체","마포아트센터","46","0.027","0.026","0.4","0.003"
"20191107","입체","자연사박물관","50","0","0","0","0"
"20191107","입체","서울숲","58","0.013","0.027","1.5","0.004"
"20191106","간이측정","공사장5(효제동)","78","0","0","0","0"
"20191106","간이측정","공사장6(세운재정비촉진지구)","86","0","0","0","0"
"20191106","일반도로","청계천로","52","0.01","0.051","0.9","0.005"
"20191106","간이측정","도로변10(종로5가-2)","52","0","0","0","0"
"20191106","간이측정","공사장7","74","0","0","0","0"
"20191106","일반도로","화랑로","55","0.009","0.038","0.6","0.003"
"20191106","일반도로","종로","43","0.01","0.044","0.7","0.004"
"20191106","간이측정","도로변1(광화문역)","41","0","0","0","0"
"20191106","입체","올림픽공원","46","0.01","0.034","0.8","0.003"
"20191106","간이측정","을지인쇄골목1(인쇄골목)","96","0","0","0","0"
"20191106","입체","마포아트센터","50","0.018","0.04","0.4","0.004"
"20191106","간이측정","공사장1(삼성병원)","62","0","0","0","0"
"20191106","입체","자연사박물관","47","0","0","0","0"
"20191106","입체","서울숲","48","0.011","0.034","1.6","0.005"
"20191106","경계","궁동","43","0.009","0.036","0.4","0.004"
"20191106","간이측정","도로변2(종로5가)","46","0","0","0","0"
"20191106","고공","남산","51","0.016","0.028","0.9","0.005"
"20191106","고공","북한산","44","0.024","0.021","0.6","0.004"
"20191106","고공","관악산","55","0.027","0.021","0.6","0.005"
"20191106","경계","행주","58","0.011","0.041","0.8","0.005"
"20191106","간이측정","공사장2(신문로)","115","0","0","0","0"
"20191106","간이측정","공사장3(효제동)","70","0","0","0","0"
"20191106","일반도로","신촌로","59","0.008","0.056","0.9","0.005"
"20191106","경계","세곡","43","0.011","0.034","0.9","0.004"
"20191106","일반도로","천호대로","60","0.008","0.049","0.7","0.004"
"20191106","간이측정","도로변4(을지로입구역)","47","0","0","0","0"
"20191106","간이측정","도로변5(명동역)","45","0","0","0","0"
"20191106","간이측정","도로변3(종각역)","49","0","0","0","0"
"20191106","간이측정","도로변6(종로3가역)","47","0","0","0","0"
"20191106","간이측정","도로변7(충무로역)","48","0","0","0","0"
"20191106","간이측정","도로변8(경복궁역)","46","0","0","0","0"
"20191106","간이측정","도로변9(동대문역사공원역)","46","0","0","0","0"
"20191106","간이측정","파출소1(태평로)","50","0","0","0","0"
"20191106","간이측정","파출소2(명동)","45","0","0","0","0"
"20191106","간이측정","학교1(덕수초)","43","0","0","0","0"
"20191106","간이측정","학교2(재동초)","43","0","0","0","0"
"20191106","간이측정","학교3(운현초)","44","0","0","0","0"
"20191106","간이측정","학교4(금화초)","46","0","0","0","0"
"20191106","간이측정","학교5(효제초)","45","0","0","0","0"
"20191106","간이측정","학교6(충무초)","43","0","0","0","0"
"20191106","간이측정","학교7(창덕여중)","46","0","0","0","0"
"20191106","간이측정","학교8(덕성여중)","42","0","0","0","0"
"20191106","간이측정","공원1(종묘)","45","0","0","0","0"
"20191106","간이측정","공원2(경희궁)","46","0","0","0","0"
"20191106","간이측정","청계천(청계천로)","46","0","0","0","0"
"20191106","간이측정","시장1(통인시장)","44","0","0","0","0"
"20191106","간이측정","강남구청2(랩코)","48","0","0","0","0"
